SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
BCFA0830;"Головка з насадкою TORX T30 37mm 1/4"" TOPTUL BCFA0830";ok;39.00;39.00;+0.00%;80.00;50.00;-37.50%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 37.5%
BCFA0840;"Головка з насадкою TORX T40 37mm 1/4"" TOPTUL BCFA0840";ok;40.00;40.00;+0.00%;80.00;50.00;-37.50%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 37.5%
BCFA1630;"Головка з насадкою TORX T30 55mm 1/2"" TOPTUL BCFA1630";ok;111.00;111.00;+0.00%;170.00;130.00;-23.53%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.5%
BCFA1640;"Головка з насадкою TORX T40 55mm 1/2"" TOPTUL BCFA1640";ok;111.00;111.00;+0.00%;170.00;130.00;-23.53%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.5%
BCFA1645;"Головка з насадкою TORX T45 55mm 1/2"" TOPTUL BCFA1645";ok;111.00;111.00;+0.00%;170.00;130.00;-23.53%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.5%
BCFA1650;"Головка з насадкою TORX T50 55mm 1/2"" TOPTUL BCFA1650";ok;111.00;111.00;+0.00%;170.00;130.00;-23.53%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.5%
BCFA1660;"Головка з насадкою TORX T60 55mm 1/2"" TOPTUL BCFA1660";ok;130.00;130.00;+0.00%;190.00;150.00;-21.05%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 21.1%
BCFB0808;"Головка TORX T8 1/4"" (цільна) TOPTUL BCFB0808";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0810;"Головка TORX T10 1/4"" (цільна) TOPTUL BCFB0810";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді + подешевшало на 27.3%
BCFB0815;"Головка TORX T15 1/4"" (цільна) TOPTUL BCFB0815";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0820;"Головка TORX T20 1/4"" (цільна) TOPTUL BCFB0820";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0825;"Головка TORX T25 1/4"" (цільна) TOPTUL BCFB0825";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0827;"Головка TORX T27 1/4"" (цільна) TOPTUL BCFB0827";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0830;"Головка TORX T30 1/4"" (цільна) TOPTUL BCFB0830";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCFB0840;"Головка TORX T40 1/4"" (цільна) TOPTUL BCFB0840";ok;64.00;64.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
BCHA1606;"Головка з насадкою SPLINE M6L55mm 1/2"" TOPTUL BCHA1606";ok;112.00;112.00;+0.00%;170.00;130.00;-23.53%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.5%
BCHA1608;"Головка з насадкою SPLINE M8L55mm 1/2"" TOPTUL BCHA1608";ok;112.00;112.00;+0.00%;170.00;130.00;-23.53%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.5%
BCHA1610;"Головка з насадкою SPLINE M10 L55mm 1/2"" TOPTUL BCHA1610";ok;121.00;121.00;+0.00%;180.00;140.00;-22.22%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 22.2%
BCHA1612;"Головка з насадкою SPLINE M12 L55mm 1/2"" TOPTUL BCHA1612";ok;129.00;129.00;+0.00%;190.00;150.00;-21.05%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 21.1%
BCNA0820;"Головка з насадкою 5-ою TORX T20 37mm 1/4"" з отвором (для па";ok;45.00;45.00;+0.00%;80.00;60.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
BEAA0806;Головка на шуруповерт 6мм L=65мм магнітна TOPTUL BEAA0806;ok;79.00;79.00;+0.00%;130.00;100.00;-23.08%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.1%
BEAA0807;Головка на шуруповерт 7мм L=65мм магнітна TOPTUL BEAA0807;ok;79.00;79.00;+0.00%;130.00;100.00;-23.08%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.1%
BEAA0808;Головка на шуруповерт 8мм L=65мм магнітна TOPTUL BEAA0808;ok;79.00;79.00;+0.00%;130.00;100.00;-23.08%;15.01%;Отверточные биты;Так;*;Так;подешевшало на 23.1%
BEAA0810;Головка на шуруповерт 10мм L=65мм магнітна TOPTUL BEAA0810;ok;81.00;81.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
BF4000;"Фильтр очистки воздуха 1/2"" AIRKRAFT BF4000";ok;499.00;499.00;+0.00%;1380.00;580.00;-57.97%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 58.0%
BG-2;Пістолет продувний 300мм AUARITA BG-2;ok;166.00;166.00;+0.00%;910.00;190.00;-79.12%;10.63%;Пневматические продувочные пистолеты;Ні;*;Так;відсутній у фіді + подешевшало на 79.1%
BJIR041MB;Пристосування для монтажу/демонтажу шарових опор (MB W211 W2;ok;5511.00;5511.00;+0.00%;6870.00;6320.00;-8.01%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
BL24-RP7601;Полотно 24Т біметал для пневмоножівки 24T blade BL24-RP7601;ok;55.00;55.00;+0.00%;100.00;70.00;-30.00%;15.00%;default;Так;*;Так;подешевшало на 30.0%
BMR;"Комплект різців до стенду для проточки гальмівних дисків"" AM";ok;2904.00;2904.00;+0.00%;5040.00;3340.00;-33.73%;15.00%;default;Так;*;Так;подешевшало на 33.7%
BRIS2075;Набір для зняття та установки втулок універсальний СТАНДАРТ ;ok;7816.00;7816.00;+0.00%;9740.00;8960.00;-8.01%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
BRSP1158;Знімач сепараторний малий 11-58мм (ХЗСО) СЕПАРХМ BRSP1158;ok;1591.00;1591.00;+0.00%;2000.00;1830.00;-8.50%;14.60%;Съемники подшипников;Ні;*;Так;відсутній у фіді
BRSP2373;Знімач сепараторний великий 23-73мм (ХЗСО) СЕПАРХБ BRSP2373;ok;2248.00;2248.00;+0.00%;2820.00;2580.00;-8.51%;14.60%;Съемники подшипников;Ні;*;Так;відсутній у фіді
BSSW2108;Ключ для зняття задніх стійок ВАЗ 2108-2109 (ХЗСО);ok;256.00;256.00;+0.00%;350.00;300.00;-14.29%;15.00%;default;Ні;*;Так;відсутній у фіді
BST-860;Тестер акумуляторних батарей LAUNCH BST-860;ok;12100.00;12100.00;+0.00%;21640.00;13830.00;-36.09%;14.29%;Тестеры для аккумуляторов;Так;*;Так;подешевшало на 36.1%
BST580D;Тестер акумуляторних батарей + OBDII сканер (2в1) LAUNCH BST;ok;5720.00;5720.00;+0.00%;7130.00;6560.00;-7.99%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
BST880D;Тестер акумуляторних батарей + діагностичний сканер (2в1) LA;ok;11000.00;11000.00;+0.00%;13850.00;12620.00;-8.88%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
BTTP1403;"Ключ для підтягування ролика ""Пріора"" (ХЗСО) РОЛП BTTP1403";ok;190.00;190.00;+0.00%;260.00;220.00;-15.38%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
BWPH0102;Щітка по металу (латунний дріт пластикова ручка) СТАНДАРТ BW;ok;27.00;27.00;+0.00%;60.00;40.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
C-M-0400000;Комплект адаптеров для мотоколес на шиномонтажный стенд BRIG;ok;10736.00;10736.00;+0.00%;13370.00;12320.00;-7.85%;14.74%;Комплектующие для шиномонтажа;Ні;*;Так;відсутній у фіді
CAAA0802;"Подовжувач 1/4"" 50мм TOPTUL CAAA0802";ok;52.00;52.00;+0.00%;90.00;60.00;-33.33%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 33.3%
CAAA0803;"Подовжувач 1/4"" 75мм TOPTUL CAAA0803";ok;58.00;58.00;+0.00%;100.00;70.00;-30.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 30.0%
CAAA0804;"Подовжувач 1/4"" 100мм TOPTUL CAAA0804";ok;62.00;62.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
CAAA0806;"Подовжувач 1/4"" 150мм TOPTUL CAAA0806";ok;83.00;83.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
CAAA1203;"Подовжувач 3/8"" 75мм TOPTUL CAAA1203";ok;81.00;81.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
CAAA1605;"Подовжувач 1/2"" 125мм TOPTUL CAAA1605";ok;128.00;128.00;+0.00%;190.00;150.00;-21.05%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 21.1%
CAAF0802;"Подовжувач плаваючий 1/4"" 50мм TOPTUL CAAF0802";ok;79.00;79.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
CAAF0803;"Подовжувач плаваючий 1/4"" 75мм TOPTUL CAAF0803";ok;84.00;84.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
CAAF0804;"Подовжувач плаваючий 1/4"" 100мм TOPTUL CAAF0804";ok;88.00;88.00;+0.00%;140.00;110.00;-21.43%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 21.4%
CAAF1203;"Подовжувач плаваючий 3/8"" 75мм TOPTUL CAAF1203";ok;101.00;101.00;+0.00%;150.00;120.00;-20.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 20.0%
CAEA0812;"Перехідник 1/4""х3/8"" TOPTUL CAEA0812";ok;49.00;49.00;+0.00%;90.00;60.00;-33.33%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 33.3%
CAEA1216;"Перехідник 3/8""х1/2"" TOPTUL CAEA1216";ok;70.00;70.00;+0.00%;120.00;90.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
CAEB0812;"Перехідник 1/4""х3/8"" TOPTUL CAEB0812";ok;52.00;52.00;+0.00%;90.00;60.00;-33.33%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 33.3%
CAEB1208;"Перехідник 3/8"" х1/4"" TOPTUL CAEB1208";ok;62.00;62.00;+0.00%;110.00;80.00;-27.27%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 27.3%
CAEB1612;"Перехідник 1/2"" х3/8"" TOPTUL CAEB1612";ok;73.00;73.00;+0.00%;120.00;90.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
CAEC1216;"Перехідник 3/8""х1/2"" TOPTUL CAEC1216";ok;77.00;77.00;+0.00%;120.00;90.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
CAED1616;"Перехідник-подовжувач 1/2"" х1/2"" з підсвічуванням TOPTUL CAE";ok;379.00;379.00;+0.00%;500.00;440.00;-12.00%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді
CAEE0820;"Магнітний накінечник 1/4"" TOPTUL CAEE0820";ok;103.00;103.00;+0.00%;160.00;120.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
CAGA1208;"Перехідник 3/8""х1/4"" з отвором TOPTUL CAGA1208";ok;80.00;80.00;+0.00%;130.00;100.00;-23.08%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 23.1%
CAIA0815;"Вороток-викрутка 1/4"" 150мм TOPTUL CAIA0815";ok;96.00;96.00;+0.00%;150.00;120.00;-20.00%;14.92%;Воротки, трещотки;Так;*;Так;подешевшало на 20.0%
CAIP0816;"Вороток-викрутка 1/4"" 150мм (гумова ручка) TOPTUL CAIP0816";ok;139.00;139.00;+0.00%;200.00;160.00;-20.00%;14.92%;Воротки, трещотки;Так;*;Так;подешевшало на 20.0%
CAKA1924;Магнітний перехідник 1/4х1/2х19мм TOPTUL CAKA1924;ok;160.00;160.00;+0.00%;230.00;190.00;-17.39%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді
CAQA1255;"Тріскачка торцева 3/8"" TOPTUL CAQA1255";ok;735.00;735.00;+0.00%;940.00;850.00;-9.57%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CAQA1660;"Тріскачка торцева 1/2"" TOPTUL CAQA1660";ok;738.00;738.00;+0.00%;950.00;850.00;-10.53%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CASA0806;"Гнучкий подовжувач 1/4"" L150mm TOPTUL CASA0806";ok;77.00;77.00;+0.00%;120.00;90.00;-25.00%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 25.0%
CFAG3;Цанговий захват для зачисної машинки 3мм AIRKRAFT CFAG3;ok;51.00;51.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
CFAG6;Цанговий захват для зачисної машинки 6мм AIRKRAFT CFAG6;ok;51.00;51.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
CHBW0107;Ключ для підтяжки головки ВАЗ 2101-2107 S19 (ХЗСО) КПГОЛ19Кр;ok;521.00;521.00;+0.00%;680.00;600.00;-11.76%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CJEK0819;"Тріскачка 1/4"" з поворотною головкою 48 зубців TOPTUL CJEK08";ok;1321.00;1321.00;+0.00%;1670.00;1520.00;-8.98%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CJEK1225;"Тріскачка 3/8"" з поворотною головкою 48 зубців TOPTUL CJEK12";ok;1386.00;1386.00;+0.00%;1750.00;1600.00;-8.57%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CJEK1633;"Тріскачка 1/2"" 48 зубців з поворотною головкою TOPTUL CJEK16";ok;1701.00;1701.00;+0.00%;2140.00;1960.00;-8.41%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CK-AT-4031B;Ключ для затиску патрона дриля пневматичного 3/8 (для AT-403;ok;18.00;18.00;+0.00%;160.00;40.00;-75.00%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 75.0%
CK-AT-4041B;Ключ для затиску патрона дриля пневматичного 1/2 (для AT-404;ok;18.00;18.00;+0.00%;50.00;40.00;-20.00%;14.33%;Комплектующие и запчасти для инструмента;Так;*;Так;подешевшало на 20.0%
CKA0318;Ніж універсальний з автоматичною зміною лез 3 леза СТАНДАРТ ;ok;84.00;84.00;+0.00%;130.00;100.00;-23.08%;15.00%;default;Так;*;Так;подешевшало на 23.1%
CKE0101;Ніж універсальний СТАНДАРТ CKE0101;ok;17.00;17.00;+0.00%;50.00;40.00;-20.00%;15.00%;default;Так;*;Так;подешевшало на 20.0%
CKK0118;Ніж універсальний 18мм з металевою напрямною СТАНДАРТ CKK011;ok;48.00;48.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
CLBA0808;Ремкомплект до CJPI0815 CJDI0812 CHDI0809 TOPTUL CLBA0808;ok;531.00;531.00;+0.00%;690.00;620.00;-10.14%;14.92%;Воротки, трещотки;Ні;*;Так;відсутній у фіді
CLDA0101;Направляюча диска зчеплення (ХЗСО) НАПРДС CLDA0101;ok;202.00;202.00;+0.00%;280.00;240.00;-14.29%;15.00%;default;Ні;*;Так;відсутній у фіді
CMPR1602;Компресометр 16атм подовжений (Газель 406дв) (ХЗСО) КОМПР16Г;ok;517.00;517.00;+0.00%;670.00;600.00;-10.45%;15.12%;Компрессометры и масломеры автомобильные;Ні;*;Так;відсутній у фіді
CMPR1603;Компресометр 16атм подовжений з ручкою (ХЗСО) КОМПР16РУЧ CMP;ok;701.00;701.00;+0.00%;900.00;810.00;-10.00%;15.12%;Компрессометры и масломеры автомобильные;Ні;*;Так;відсутній у фіді
CPEB0107;"Круглогубці для зняття стопорних кілець 7"" (розжим загнуті) ";ok;113.00;113.00;+0.00%;170.00;130.00;-23.53%;14.60%;Съемники стопорных колец;Так;*;Так;подешевшало на 23.5%
CPES0107;"Круглогубці для зняття стопорних кілець 7"" (розжим прямі) СТ";ok;113.00;113.00;+0.00%;170.00;130.00;-23.53%;14.60%;Съемники стопорных колец;Так;*;Так;подешевшало на 23.5%
CPIB0107;"Круглогубці для зняття стопорних кілець 7"" (сжим загнуті) СТ";ok;113.00;113.00;+0.00%;170.00;130.00;-23.53%;14.60%;Съемники стопорных колец;Ні;*;Так;відсутній у фіді + подешевшало на 23.5%
CPIS0107;"Круглогубці для зняття стопорних кілець 7"" (сжим прямі) СТАН";ok;113.00;113.00;+0.00%;170.00;130.00;-23.53%;14.60%;Съемники стопорных колец;Так;*;Так;подешевшало на 23.5%
CR301;Автомобільний сканер Creader CR301 LAUNCH;ok;1056.00;1056.00;+0.00%;11960.00;1220.00;-89.80%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді + подешевшало на 89.8%
CR501;Автомобільний сканер Creader CR501 LAUNCH;ok;3124.00;3124.00;+0.00%;8130.00;3590.00;-55.84%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді + подешевшало на 55.8%
CR601;Автомобільний сканер Creader CR601 LAUNCH;ok;3276.00;3276.00;+0.00%;14530.00;3760.00;-74.12%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді + подешевшало на 74.1%
CRE905;Автомобільний сканер Creader ELITE CRE905 LAUNCH;ok;14520.00;14520.00;+0.00%;18070.00;16650.00;-7.86%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
CRE916;Автомобільний сканер Creader ELITE CRE916 LAUNCH;ok;13200.00;13200.00;+0.00%;16430.00;15140.00;-7.85%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
CRP-123;Автомобільний сканер Creader Premium CRP-123 LAUNCH;ok;9460.00;9460.00;+0.00%;13250.00;10850.00;-18.11%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
CRP-129;Автомобільний сканер Creader Premium CRP-129 LAUNCH;ok;8800.00;8800.00;+0.00%;17330.00;10100.00;-41.72%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді + подешевшало на 41.7%
CRT-511;Автомобільний сканер для роботи з системою TPMS CRT-511 LAUN;ok;13200.00;13200.00;+0.00%;16430.00;15140.00;-7.85%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
CRT-711;Автомобільний сканер для роботи з системою TPMS LAUNCH CRT-7;ok;22000.00;22000.00;+0.00%;27360.00;25230.00;-7.79%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
CS300R1;Стяжки пружин двозахватні L300 1 різьблення (ХЗСО) СТ2Х300Р1;ok;873.00;873.00;+0.00%;1110.00;1010.00;-9.01%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CSC2101;Стяжка пружин центральна з підшипником ВАЗ (ХЗСО) СТЦП-ВАЗ C;ok;1555.00;1555.00;+0.00%;1960.00;1790.00;-8.67%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CSCS025R2;Стяжки пружин двозахватні L250 2 різьблення (ХЗСО) СТ2Х250Ж ;ok;792.00;792.00;+0.00%;1010.00;910.00;-9.90%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CSCS030R2;Стяжки пружин двозахватні L300 2 різьблення (ХЗСО) СТ2Х300Ж ;ok;873.00;873.00;+0.00%;1110.00;1010.00;-9.01%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CTBA0832;Ключ торцевий Т-подібний з шарнірною головкою 8мм TOPTUL CTB;ok;504.00;504.00;+0.00%;650.00;590.00;-9.23%;15.14%;Торцевые ключи;Ні;*;Так;відсутній у фіді
CTCK0811;"Вороток 1/4"" з плаваючою головкою 115мм TOPTUL CTCK0811";ok;93.00;93.00;+0.00%;140.00;110.00;-21.43%;14.92%;Воротки, трещотки;Так;*;Так;подешевшало на 21.4%
CTHA2145;Т-подібний магнітний свічковий ключ 21мм L450мм TOPTUL CTHA2;ok;535.00;535.00;+0.00%;690.00;620.00;-10.14%;15.14%;Торцевые ключи;Ні;*;Так;відсутній у фіді
CTIB3517;Ключ балонний 35х17(4-гр)мм з воротком TOPTUL CTIB3517;ok;1943.00;1943.00;+0.00%;2440.00;2250.00;-7.79%;15.34%;Балонные ключи;Ні;*;Так;відсутній у фіді
CVCP2201;Кліщі хомутів ШРУС (ХЗСО) КХШМ CVCP2201;ok;329.00;329.00;+0.00%;440.00;380.00;-13.64%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
CX-4000;Зарядний пристрій;ok;2575.00;2575.00;+0.00%;11820.00;2970.00;-74.87%;15.00%;default;Так;*;Так;подешевшало на 74.9%
D-929-1.3LM;Пістолет фарбувальний пневматичний LVMP (BLACK DIAMOND serie;ok;5584.00;5584.00;+0.00%;6970.00;6330.00;-9.18%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D-929-1.4LM;Пістолет фарбувальний пневматичний LVMP (BLACK DIAMOND serie;ok;5584.00;5584.00;+0.00%;6970.00;6330.00;-9.18%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D-951-MINI-0.8;Пістолет фарбувальний пневматичний тип HVLP (BLACK DIAMOND s;ok;2768.00;2768.00;+0.00%;3470.00;3140.00;-9.51%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D-951-MINI-0.8LM;Пістолет фарбувальний пневматичний тип LVMP (BLACK DIAMOND s;ok;2768.00;2768.00;+0.00%;3470.00;3140.00;-9.51%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D-951-MINI-1.0;Пістолет фарбувальний пневматичний тип HVLP (BLACK DIAMOND s;ok;2768.00;2768.00;+0.00%;3470.00;3140.00;-9.51%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D-951-MINI-1.0LM;Пістолет фарбувальний тип LVMP (BLACK DIAMOND series) верхні;ok;2768.00;2768.00;+0.00%;3470.00;3140.00;-9.51%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
D30;Далекомір лазерний 30м mini PROTESTER D30;ok;1573.00;1573.00;+0.00%;4440.00;1810.00;-59.23%;14.97%;Лазерные дальномеры;Так;*;Так;подешевшало на 59.2%
D35;Далекомір лазерний 30м mini PROTESTER D35;ok;1209.00;1209.00;+0.00%;1940.00;1390.00;-28.35%;14.97%;Лазерные дальномеры;Ні;*;Так;відсутній у фіді + подешевшало на 28.4%
DA-3100D;Стробоскоп для дизельних і бензинових двигунів;ok;12523.00;12523.00;+0.00%;15590.00;14360.00;-7.89%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
DA-3100NS;Цифровий стробоскоп з аналізатором оборотів/кута замкнутого ;ok;4092.00;4092.00;+0.00%;5110.00;4700.00;-8.02%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
DA-5100;Стробоскоп з аналізатором обертів/кута замкнутого стану конт;ok;8221.00;8221.00;+0.00%;10240.00;9430.00;-7.91%;14.66%;Автомобильные диагностические сканеры;Ні;*;Так;відсутній у фіді
DDAC1A48;Ключ трубний важільний алюмінієвий 155мм L1200 TOPTUL DDAC1A;ok;11425.00;11425.00;+0.00%;14220.00;13160.00;-7.45%;15.14%;Трубные ключи;Ні;*;Так;відсутній у фіді
DDAH1A08;Універсальний трубний ключ TOPTUL 11-27мм DDAH1A08;ok;1124.00;1124.00;+0.00%;1420.00;1300.00;-8.45%;15.14%;Трубные ключи;Ні;*;Так;відсутній у фіді
DDAH1A10;Універсальний трубний ключ TOPTUL 13-34мм DDAH1A10;ok;1381.00;1381.00;+0.00%;1740.00;1600.00;-8.05%;15.14%;Трубные ключи;Ні;*;Так;відсутній у фіді
DDAH1A12;Ключ унівесальний 16-42мм TOPTUL DDAH1A12;ok;1805.00;1805.00;+0.00%;2270.00;2080.00;-8.37%;15.14%;Трубные ключи;Ні;*;Так;відсутній у фіді
DDAH1A14;Універсальний ключ TOPTUL 19-48мм DDAH1A14;ok;1746.00;1746.00;+0.00%;2200.00;2020.00;-8.18%;15.14%;Трубные ключи;Ні;*;Так;відсутній у фіді
DEBF2207;"Бокорізи 7"" (з подвоєним зусиллям) TOPTUL DEBF2207";ok;694.00;694.00;+0.00%;890.00;790.00;-11.24%;13.65%;Бокорезы, кусачки;Ні;*;Так;відсутній у фіді
DEC100-330M-220-ITALY;Компресор поршневий з ремінним приводом Vрес=100л 330л/хв 22;ok;34037.00;34037.00;+0.00%;42310.00;37120.00;-12.27%;9.05%;Компрессоры поршневые;Ні;*;Так;відсутній у фіді
DEC100-330T-380-ITALY;Компресор поршневий з ремінним приводом Vрес=100л 330л/хв 38;ok;35117.00;35117.00;+0.00%;43660.00;38300.00;-12.28%;9.05%;Компрессоры поршневые;Ні;*;Так;відсутній у фіді
DEC200-480-380-ITALY;Компресор поршневий з ремінним приводом Vрес=200л 480л/хв 38;ok;54003.00;54003.00;+0.00%;67120.00;58900.00;-12.25%;9.05%;Компрессоры поршневые;Ні;*;Так;відсутній у фіді
DEC270-840-380-ITALY;Компресор поршневий з ремінним приводом Vрес=270л 840л/хв 38;ok;91032.00;91032.00;+0.00%;113120.00;99280.00;-12.23%;9.05%;Компрессоры поршневые;Ні;*;Так;відсутній у фіді
DEF500-840-380-ITALY;Компресор поршневий з ремінним приводом Vрес=500л 840л/хв 38;ok;111320.00;111320.00;+0.00%;138330.00;121400.00;-12.24%;9.05%;Компрессоры поршневые;Ні;*;Так;відсутній у фіді
DELTA;Гайковерт електричний DELTA TURBO MAXBOXER;ok;88000.00;88000.00;+0.00%;109360.00;97040.00;-11.27%;10.27%;Электрические гайковерты;Ні;*;Так;відсутній у фіді
DFBE228E;"Плоскогубці з подовженими губками 8,5"" (з подвоєним зусиллям";ok;825.00;825.00;+0.00%;1050.00;940.00;-10.48%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
DFBJ2205;"Плоскогубці з подовженими губками 130 мм 5"" TOPTUL DFBJ2205";ok;159.00;159.00;+0.00%;230.00;190.00;-17.39%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
DFBK2205;"Прецизійні плоскогубці подовжені вигнуті 130 мм 5"" TOPTUL DF";ok;239.00;239.00;+0.00%;380.00;280.00;-26.32%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді + подешевшало на 26.3%
DFCN2206;"Плоскогубці з подовженими губками 6"" TOPTUL DFCN2206";ok;482.00;482.00;+0.00%;630.00;550.00;-12.70%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
