cat	catName	code	attr	type	source	value	sku
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		BM-240
9482	Страпони	3103	Тип приладу	select	db	ручний	SO2710
9482	Страпони	437	Тип кріплення	select	db	на ременях	SO2710
9482	Страпони	13037	Конструкція	select	db	подвійні	SO2710
9482	Страпони	13039	Вид	select	db	нереалістичні	SO2710
9466	Вібратори	10173	Підігрів	select	binary		SO5965
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO5965
9466	Вібратори	3106	Вид	select	none		SO5965
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO5965
9466	Вібратори	13037	Конструкція	select	none		SO5965
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO5965
9466	Вібратори	9977	Кілька насадок	select	binary		SO5965
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO5965
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO5965
9466	Вібратори	11367	Телескопічний	select	binary		SO5965
9466	Вібратори	3369	Призначення	select	db	кліторні	SO5415
9466	Вібратори	3106	Вид	select	db	нереалістичні	SO5415
9466	Вібратори	3103	Тип приладу	select	db	класичний вібратор	SO5415
9466	Вібратори	13037	Конструкція	select	db	односторонні	SO5415
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO1203
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO1203
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	3	SO1203
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1203
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SO1271
9458	Фетиш та BDSM	12731	Матеріал	select	prom-inval	Поліуретан	SO5994
9458	Фетиш та BDSM	13948	Тип товару	select	db	батіг/флогер	SO5994
9484	Анальні пробки	12731	Матеріал	select	prom-inval	Акрил	SO6320
9466	Вібратори	10173	Підігрів	select	binary		SO6546
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6546
9466	Вібратори	3106	Вид	select	none		SO6546
9466	Вібратори	3103	Тип приладу	select	none		SO6546
9466	Вібратори	13037	Конструкція	select	none		SO6546
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6546
9466	Вібратори	9977	Кілька насадок	select	binary		SO6546
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6546
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX4	SO6546
9466	Вібратори	11367	Телескопічний	select	binary		SO6546
9466	Вібратори	10173	Підігрів	select	binary		SO3622
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO3622
9466	Вібратори	3106	Вид	select	none		SO3622
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO3622
9466	Вібратори	13037	Конструкція	select	none		SO3622
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO3622
9466	Вібратори	9977	Кілька насадок	select	binary		SO3622
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO3622
9466	Вібратори	11953	Водонепроникний	select	binary		SO3622
9466	Вібратори	11367	Телескопічний	select	binary		SO3622
9466	Вібратори	10173	Підігрів	select	binary		SO6713
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6713
9466	Вібратори	3106	Вид	select	none		SO6713
9466	Вібратори	3103	Тип приладу	select	none		SO6713
9466	Вібратори	13037	Конструкція	select	none		SO6713
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6713
9466	Вібратори	9977	Кілька насадок	select	binary		SO6713
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6713
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6713
9466	Вібратори	11367	Телескопічний	select	binary		SO6713
9448	Догляд за секс-іграшками	14036	Дія	select	db	антибактеріальна дезінфекція	SO2803
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	спрей	SO2803
9468	Секс-ляльки	5223	Анальний отвір	select	binary		SO1268
9468	Секс-ляльки	5414	Тип фігури	select	text	середня	SO1268
9468	Секс-ляльки	6092	Позиція тіла	select	none		SO1268
9468	Секс-ляльки	6303	Тип ляльки	select	none		SO1268
9468	Секс-ляльки	6151	Стать ляльки	select	none		SO1268
9468	Секс-ляльки	4251	Сенсорне реагування	select	binary		SO1268
9468	Секс-ляльки	4793	Звукові ефекти	select	binary		SO1268
9468	Секс-ляльки	5255	Вагінальний отвір	select	binary		SO1268
9468	Секс-ляльки	5262	Колір волосся	select	none		SO1268
9468	Секс-ляльки	5024	Сумісність з VR	select	binary		SO1268
9468	Секс-ляльки	5181	Статевий член	select	binary		SO1268
9468	Секс-ляльки	5197	Оральний отвір	select	binary		SO1268
9484	Анальні пробки	11579	Вібрація	select	binary		SO2955
9484	Анальні пробки	11098	Тип живлення	select	none		SO2955
9484	Анальні пробки	12891	Форма	select	none		SO2955
9484	Анальні пробки	10173	Підігрів	select	binary		SO2955
9470	Ерекційні кільця	12731	Матеріал	select	prom-inval	Натуральна шкіра, Шкіра	SO6785
9458	Фетиш та BDSM	12731	Матеріал	select	none		SO2980
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO2980
9632	Олія для еротичного масажу	15744	Аромат	select	db	полуниця	SO1202
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO1202
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	3	SO1202
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1202
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	100, ash, sage	SO3604
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO3604
9630	Свічки для інтимного масажу	15742	Об’єм	select	db-inval	30	SO2517
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SO2517
9630	Свічки для інтимного масажу	15761	Час горіння	select	db	до 3 годин	SO2517
9630	Свічки для інтимного масажу	15762	Тип воску	select	db	парафін (рафінований косметичний)	SO2517
9630	Свічки для інтимного масажу	15744	Аромат	select	db	кокос	SO2517
9630	Свічки для інтимного масажу	15743	Стать	select	db	унісекс	SO2517
9466	Вібратори	10173	Підігрів	select	binary		SO6994
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6994
9466	Вібратори	3106	Вид	select	none		SO6994
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6994
9466	Вібратори	13037	Конструкція	select	none		SO6994
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6994
9466	Вібратори	9977	Кілька насадок	select	binary		SO6994
9466	Вібратори	12731	Матеріал	select	prom-inval	Силікон | ABS-пластик	SO6994
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6994
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6994
9466	Вібратори	11367	Телескопічний	select	binary		SO6994
9448	Догляд за секс-іграшками	14036	Дія	select	db	антибактеріальна дезінфекція	SO3217
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	спрей	SO3217
9632	Олія для еротичного масажу	15744	Аромат	select	db	шоколад	SO1836
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO1836
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	59	SO1836
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1836
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO1385
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO1385
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO1385
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO1385
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO1385
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO1385
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO1385
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO1385
9632	Олія для еротичного масажу	15743	Стать	select	none		SO1385
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	150	SO1385
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1385
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SO1385
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO1385
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO1385
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO1385
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO1385
9458	Фетиш та BDSM	12731	Матеріал	select	db-inval	джут	SO5206
9458	Фетиш та BDSM	13948	Тип товару	select	db	мотузка бандажна	SO5206
9630	Свічки для інтимного масажу	15742	Об’єм	select	db-inval	30	SO4477
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SO4477
9630	Свічки для інтимного масажу	15761	Час горіння	select	db	до 3 годин	SO4477
9630	Свічки для інтимного масажу	15762	Тип воску	select	db	соєвий	SO4477
9630	Свічки для інтимного масажу	15744	Аромат	select	db	полуниця	SO4477
9630	Свічки для інтимного масажу	15743	Стать	select	db	унісекс	SO4477
9466	Вібратори	10173	Підігрів	select	binary		SO4954
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO4954
9466	Вібратори	3106	Вид	select	none		SO4954
9466	Вібратори	3103	Тип приладу	select	none		SO4954
9466	Вібратори	13037	Конструкція	select	none		SO4954
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO4954
9466	Вібратори	9977	Кілька насадок	select	binary		SO4954
9466	Вібратори	12731	Матеріал	select	none		SO4954
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO4954
9466	Вібратори	11953	Водонепроникний	select	binary		SO4954
9466	Вібратори	11367	Телескопічний	select	binary		SO4954
9624	Засоби для збільшення члену	15782	Збільшення довжини	select	binary		SO1564
9624	Засоби для збільшення члену	15754	Їстівна формула	select	binary		SO1564
9624	Засоби для збільшення члену	15749	Збуджуючий	select	binary		SO1564
9624	Засоби для збільшення члену	15781	Тип впливу	select	none		SO1564
9624	Засоби для збільшення члену	15783	Збільшення товщини	select	binary		SO1564
9624	Засоби для збільшення члену	15784	Посилення ерекції	select	binary		SO1564
9624	Засоби для збільшення члену	15768	Посилення чутливості	select	binary		SO1564
9624	Засоби для збільшення члену	15785	Подовження статевого акту	select	binary		SO1564
9624	Засоби для збільшення члену	15786	Посилення кровообігу	select	binary		SO1564
9624	Засоби для збільшення члену	15780	Тип	select	text	крем	SO1564
9624	Засоби для збільшення члену	15787	З перцем	select	binary		SO1564
9624	Засоби для збільшення члену	15766	Аромат	select	none		SO1564
9624	Засоби для збільшення члену	15764	Основа засобу	select	none		SO1564
9624	Засоби для збільшення члену	15788	Для джелкінгу (масажний)	select	binary		SO1564
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SO1819
9472	Мастурбатори	3106	Вид	select	db	реалістичні	SO4505
9448	Догляд за секс-іграшками	14036	Дія	select	db	догляд та відновлення	SO2437
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	спрей	SO2437
9458	Фетиш та BDSM	12731	Матеріал	select	db-inval	джут	SO5207
9458	Фетиш та BDSM	13948	Тип товару	select	db	мотузка бандажна	SO5207
7216	Еротична білизна	13949	Стать	select	none		SO3138
7216	Еротична білизна	13948	Тип товару	select	prom-inval	набір	SO3138
7216	Еротична білизна	12923	Розмір	select	none		SO3138
5116	Менструальні чаші	12097	Базовий колір	multiselect	none		SO3590
5116	Менструальні чаші	5406	Ароматизовані	select	binary		SO3590
5116	Менструальні чаші	78	Колір виробника	multiselect	none		SO3590
5116	Менструальні чаші	1098	Об'єм	float	db-num	15	SO3590
5116	Менструальні чаші	2847	Кількість в упаковці	float	none		SO3590
5116	Менструальні чаші	5408	Розмір	multiselect	none		SO3590
6529	Косметичні олії	2854	Призначення	multiselect	text-many	для тіла, догляд, еластичність	SO2363
6529	Косметичні олії	9502	Клас косметики	multiselect	none		SO2363
6529	Косметичні олії	1098	Об'єм	float	prom-num	50	SO2363
6529	Косметичні олії	2856	Стать	multiselect	none		SO2363
6529	Косметичні олії	3003	Вид	select	text	олія	SO2363
6529	Косметичні олії	12543	Вік	multiselect	none		SO2363
9628	Засоби для орального сексу	15766	Аромат	select	db	ягідний	SO2532
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO2532
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO2532
9628	Засоби для орального сексу	15765	Смак	select	db	полуниця	SO2532
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO2532
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO1211
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO1211
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	3	SO1211
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1211
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO4808
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4808
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4808
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4808
9620	Аксесуари для мастурбаторів	15298	Тип аксесуару	select	db	рукав	SO4092
9620	Аксесуари для мастурбаторів	78	Колір виробника	multiselect	none		SO4092
5116	Менструальні чаші	12097	Базовий колір	multiselect	none		SO3582
5116	Менструальні чаші	5406	Ароматизовані	select	binary		SO3582
5116	Менструальні чаші	78	Колір виробника	multiselect	none		SO3582
5116	Менструальні чаші	1098	Об'єм	float	db-num	15	SO3582
5116	Менструальні чаші	2847	Кількість в упаковці	float	none		SO3582
5116	Менструальні чаші	5408	Розмір	multiselect	none		SO3582
7216	Еротична білизна	13949	Стать	select	none		SO2667
7216	Еротична білизна	13948	Тип товару	select	prom-inval	наліпки	SO2667
7216	Еротична білизна	12923	Розмір	select	none		SO2667
9472	Мастурбатори	12731	Матеріал	select	prom-inval	Поліуретан	SO4548
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO1515
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO1515
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO1515
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO1515
9632	Олія для еротичного масажу	15754	Їстівна формула	select	binary		SO1515
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO1515
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO1515
9632	Олія для еротичного масажу	15750	Зволожуючий	select	binary		SO1515
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO1515
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO1515
9632	Олія для еротичного масажу	15743	Стать	select	none		SO1515
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	30	SO1515
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO1515
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO1515
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO1515
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO1515
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO1515
9466	Вібратори	10173	Підігрів	select	binary		SO3896
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO3896
9466	Вібратори	3106	Вид	select	none		SO3896
9466	Вібратори	3103	Тип приладу	select	none		SO3896
9466	Вібратори	13037	Конструкція	select	none		SO3896
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SO3896
9466	Вібратори	9977	Кілька насадок	select	binary		SO3896
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO3896
9466	Вібратори	11953	Водонепроникний	select	binary		SO3896
9466	Вібратори	11367	Телескопічний	select	binary		SO3896
5116	Менструальні чаші	12097	Базовий колір	multiselect	none		SO3584
5116	Менструальні чаші	5406	Ароматизовані	select	binary		SO3584
5116	Менструальні чаші	78	Колір виробника	multiselect	none		SO3584
5116	Менструальні чаші	1098	Об'єм	float	db-num	15	SO3584
5116	Менструальні чаші	2847	Кількість в упаковці	float	none		SO3584
5116	Менструальні чаші	5408	Розмір	multiselect	none		SO3584
9458	Фетиш та BDSM	12731	Матеріал	select	db	бамбук	SO7007
9458	Фетиш та BDSM	13948	Тип товару	select	db	ляпалка/тоуза	SO7007
9484	Анальні пробки	12731	Матеріал	select	prom-inval	сплав алюмінію; Колір: мідний; Розмір: загальна довжина 7,1 см; робоча довжина 4	SO5534
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO4813
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4813
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4813
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4813
7216	Еротична білизна	13949	Стать	select	none		SO3450
7216	Еротична білизна	13948	Тип товару	select	db-inval	бандаж/фіксатор	SO3450
7216	Еротична білизна	12923	Розмір	select	none		SO3450
9466	Вібратори	10173	Підігрів	select	binary		SO3761
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SO3761
9466	Вібратори	3106	Вид	select	none		SO3761
9466	Вібратори	3103	Тип приладу	select	text-many	вакуумний стимулятор, віброяйця	SO3761
9466	Вібратори	13037	Конструкція	select	none		SO3761
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO3761
9466	Вібратори	9977	Кілька насадок	select	binary		SO3761
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO3761
9466	Вібратори	11367	Телескопічний	select	binary		SO3761
9466	Вібратори	10173	Підігрів	select	binary		SO6073
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6073
9466	Вібратори	3106	Вид	select	none		SO6073
9466	Вібратори	3103	Тип приладу	select	none		SO6073
9466	Вібратори	13037	Конструкція	select	none		SO6073
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6073
9466	Вібратори	9977	Кілька насадок	select	binary		SO6073
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6073
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6073
9466	Вібратори	11367	Телескопічний	select	binary		SO6073
9480	Фалоімітатори	11953	Водонепроникний	select	binary		SO3805
9480	Фалоімітатори	11579	Вібрація	select	binary		SO3805
9480	Фалоімітатори	11988	Кріплення на присоску	select	binary		SO3805
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO3890
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO3890
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO3891
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO3891
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5959
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5959
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	ash, мос, тан	SO4509
9628	Засоби для орального сексу	15766	Аромат	select	db	цитрусовий	SO3533
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO3533
9628	Засоби для орального сексу	15763	Тип	select	db	крем	SO3533
9628	Засоби для орального сексу	15765	Смак	select	db	без смаку	SO3533
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO3533
9466	Вібратори	10173	Підігрів	select	binary		SO6028
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6028
9466	Вібратори	3106	Вид	select	none		SO6028
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6028
9466	Вібратори	13037	Конструкція	select	none		SO6028
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6028
9466	Вібратори	9977	Кілька насадок	select	binary		SO6028
9466	Вібратори	12731	Матеріал	select	prom-inval	Силікон, АБС-пластик	SO6028
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6028
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6028
9466	Вібратори	11367	Телескопічний	select	binary		SO6028
9628	Засоби для орального сексу	15766	Аромат	select	db	без аромату	SO2536
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO2536
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO2536
9628	Засоби для орального сексу	15765	Смак	select	db	без смаку	SO2536
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO2536
9472	Мастурбатори	12731	Матеріал	select	prom-inval	Поліуретан	SO5110
9550	Анальний душ	78	Колір виробника	multiselect	text-many	ash, вода, груша	SO5532
9550	Анальний душ	757	Довжина шланга	float	none		SO5532
9480	Фалоімітатори	11953	Водонепроникний	select	binary		SO4920
9480	Фалоімітатори	11579	Вібрація	select	binary		SO4920
9480	Фалоімітатори	13039	Вид	select	none		SO4920
9480	Фалоімітатори	13037	Конструкція	select	none		SO4920
9480	Фалоімітатори	12731	Матеріал	select	prom-inval	Метал | ПВХ	SO4920
9480	Фалоімітатори	11988	Кріплення на присоску	select	binary		SO4920
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5174
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5174
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	prom-inval	картон Висота коробки: 20 мм Ширина коробки: 60 мм Довжина коробки: 90 мм	SO5891
9484	Анальні пробки	11579	Вібрація	select	binary		SO2961
9484	Анальні пробки	11098	Тип живлення	select	none		SO2961
9484	Анальні пробки	12891	Форма	select	none		SO2961
9484	Анальні пробки	10173	Підігрів	select	binary		SO2961
9628	Засоби для орального сексу	15749	Збуджуючий	select	binary		SO2886
9628	Засоби для орального сексу	15766	Аромат	select	none		SO2886
9628	Засоби для орального сексу	15768	Посилення чутливості	select	binary		SO2886
9628	Засоби для орального сексу	15769	Посилення слиновиділення	select	binary		SO2886
9628	Засоби для орального сексу	15770	Віброефект	select	binary		SO2886
9628	Засоби для орального сексу	15743	Стать	select	none		SO2886
9628	Засоби для орального сексу	15745	Зігріваючий	select	binary		SO2886
9628	Засоби для орального сексу	15750	Зволожуючий	select	binary		SO2886
9628	Засоби для орального сексу	15754	Їстівна формула	select	db	Так	SO2886
9628	Засоби для орального сексу	15763	Тип	select	none		SO2886
9628	Засоби для орального сексу	15765	Смак	select	none		SO2886
9628	Засоби для орального сексу	15771	Сумісність з презервативами	select	binary		SO2886
9628	Засоби для орального сексу	15772	Сумісність з секс-іграшками	select	binary		SO2886
9628	Засоби для орального сексу	15773	Веганський	select	binary		SO2886
9628	Засоби для орального сексу	15774	Тип упаковки	select	none		SO2886
9628	Засоби для орального сексу	15746	Охолоджуючий	select	binary		SO2886
9628	Засоби для орального сексу	15747	Розслаблюючий	select	binary		SO2886
9482	Страпони	3103	Тип приладу	select	db	ручний	SO2711
9482	Страпони	437	Тип кріплення	select	db	на ременях	SO2711
9482	Страпони	13037	Конструкція	select	db	подвійні	SO2711
9482	Страпони	13039	Вид	select	db	нереалістичні	SO2711
9630	Свічки для інтимного масажу	15742	Об’єм	select	db-inval	30	SO6026
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SO6026
9630	Свічки для інтимного масажу	15761	Час горіння	select	db	до 3 годин	SO6026
9630	Свічки для інтимного масажу	15762	Тип воску	select	db	соєвий	SO6026
9630	Свічки для інтимного масажу	15744	Аромат	select	db	без аромату	SO6026
9630	Свічки для інтимного масажу	15743	Стать	select	db	унісекс	SO6026
7216	Еротична білизна	13949	Стать	select	none		SO3137
7216	Еротична білизна	13948	Тип товару	select	prom-inval	набір	SO3137
7216	Еротична білизна	12923	Розмір	select	none		SO3137
9630	Свічки для інтимного масажу	15742	Об’єм	select	none		SO3143
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SO3143
9630	Свічки для інтимного масажу	15742	Об’єм	select	prom-inval	80	SO1844
9630	Свічки для інтимного масажу	15741	Кількість	select	none		SO1844
9448	Догляд за секс-іграшками	14036	Дія	select	db	антибактеріальна дезінфекція	SO5728
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	спрей	SO5728
9628	Засоби для орального сексу	15766	Аромат	select	db	ягідний	SO3221
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO3221
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO3221
9628	Засоби для орального сексу	15765	Смак	select	db	полуниця	SO3221
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO3221
5401	Тримери для стрижки	9918	Тип	multiselect	none		SO3480
5401	Тримери для стрижки	9921	Матеріал лез	select	none		SO3480
5401	Тримери для стрижки	9919	Призначення	multiselect	none		SO3480
5401	Тримери для стрижки	227	Особливості	multiselect	none		SO3480
5401	Тримери для стрижки	9924	Живлення	multiselect	none		SO3480
5401	Тримери для стрижки	6183	Тип мотора	select	none		SO3480
5401	Тримери для стрижки	4772	Додаткові насадки	multiselect	none		SO3480
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SO1820
9448	Догляд за секс-іграшками	14036	Дія	select	db	догляд та відновлення	SO4467
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	порошок	SO4467
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO5747
9480	Фалоімітатори	13039	Вид	select	db	реалістичні	SO1575
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SO2636
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, бавовна, класичний чорний	SO6272
9526	Аксесуари до інтимних іграшок	2845	Колір	select	text	чорний	SO6272
9466	Вібратори	4212	Кількість режимів роботи	select	db-inval	160	SO1730
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5957
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5957
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	120	SO6165
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO6165
9478	Вагінальні кульки та тренажери	13954	Тип товару	select	db	тренажер	SO3042
9628	Засоби для орального сексу	15766	Аромат	select	db	ягідний	SO4942
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO4942
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO4942
9628	Засоби для орального сексу	15765	Смак	select	db	без смаку	SO4942
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO4942
9470	Ерекційні кільця	9698	Текстура поверхні	select	db	гладка	SO5089
9470	Ерекційні кільця	13037	Конструкція	select	db	одинарні	SO5089
9470	Ерекційні кільця	3369	Призначення	select	db	продовження статевого акту	SO5089
9470	Ерекційні кільця	9695	Тип	select	db	кільце	SO5089
9632	Олія для еротичного масажу	15744	Аромат	select	db	троянда	SO4465
9632	Олія для еротичного масажу	15743	Стать	select	db	для чоловіків	SO4465
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	125	SO4465
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4465
9632	Олія для еротичного масажу	15744	Аромат	select	db	кокос	SO5974
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO5974
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	150	SO5974
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO5974
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, ink, pink	SO5563
9628	Засоби для орального сексу	15766	Аромат	select	db	цукрова вата	SO4945
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO4945
9628	Засоби для орального сексу	15763	Тип	select	db	льодяники	SO4945
9628	Засоби для орального сексу	15765	Смак	select	db	цукрова вата	SO4945
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO4945
9480	Фалоімітатори	11953	Водонепроникний	select	binary		SO4921
9480	Фалоімітатори	11579	Вібрація	select	binary		SO4921
9480	Фалоімітатори	13039	Вид	select	none		SO4921
9480	Фалоімітатори	13037	Конструкція	select	none		SO4921
9480	Фалоімітатори	12731	Матеріал	select	none		SO4921
