sku	prom_id	status	presence	base_presence	in_feed	base_found	q1_a	q1_b	q1_found	name_changed	q2_old_name	q3_query	q3_a	q3_b	q3_found	q3_total	q3_ours_any	q4_ru	error	name_ua	base_name
SO9931	3152114971	on_display	available	available	1	0	0	0	0	0		вібратор adrien lastic	0	0	0	928	0	0		Вібратор Adrien Lastic Caress Blue з насадками для стимуляції ерогенних зон, які обертаються., діаметр 5,5 см	Вібратор Adrien Lastic Caress Blue з насадками для стимуляції ерогенних зон, які обертаються., діаметр 5,5 см
SO4596	3152112179	on_display	available	available	1	0	0	0	0	0		мінівібромасажер rosy gold	0	0	0	10	0	0		Мінівібромасажер Rosy Gold — Nouveau Mini Massager, силікон	Мінівібромасажер Rosy Gold — Nouveau Mini Massager, силікон
SO8869	3152114492	on_display	available	available	1	0	0	0	0	0		мастурбатор boners	0	0	0	102	0	0		Мастурбатор Boners Vibrating Handjob Stroker, 10 режимів, відкрита конструкція, силікон	Мастурбатор Boners Vibrating Handjob Stroker, 10 режимів, відкрита конструкція, силікон
SO2497	3152110761	on_display	available	available	1	0	0	0	0	0		розігрівальна олія shunga	0	0	0	63	0	0		Розігрівальна олія Shunga Aphrodisiac Warming Oil – Sparkling Strawberry Wine (100 мл) без цукру	Розігрівальна олія Shunga Aphrodisiac Warming Oil – Sparkling Strawberry Wine (100 мл) без цукру
SX0528	3152115134	on_display	available	available	1	0	0	0	0	0		смарт-вібратор we-vibe	0	0	0	420	0	0		Смарт-вібратор для пар We-Vibe Sync GO Turquoise, тревел-кейс, силікон	Смарт-вібратор для пар We-Vibe Sync GO Turquoise, тревел-кейс, силікон
SO6893	3152113479	on_display	available	available	1	0	0	0	0	0		пінлива shunga	1	1	1	26	1	0		Пінлива сіль для ванни Shunga Dead Sea salt Oriental Crystals — Rose Petal (500 г), Мертвого моря	Пінлива сіль для ванни Shunga Dead Sea salt Oriental Crystals — Rose Petal (500 г), Мертвого моря
SO1880	3152110254	on_display	available	available	1	0	0	0	0	0		чокер bijoux pour toi	0	0	0	376	0	0		Чокер з кільцем для повідця Bijoux Pour Toi - FETISH Red, екошкіра, поліуретан	Чокер з кільцем для повідця Bijoux Pour Toi - FETISH Red, екошкіра, поліуретан
SX1712	3152116454	on_display	available	available	1	0	0	0	0	0		leg avenue vegan leather	0	0	0	124	0	0		Комплект портупея Leg Avenue Vegan Leather Harness Top and Garter S, екошкіра, бордовий, поліуретан	Комплект портупея Leg Avenue Vegan Leather Harness Top and Garter S, екошкіра, бордовий, поліуретан
SX3301	3152118184	on_display	available	available	1	0	0	0	0	0		вакуумний стимулятор fun factory	0	0	0	175	0	0		Вакуумний стимулятор Fun Factory Seduction Ice Blue, 11 режимів роботи, перезаряджуваний, силікон	Вакуумний стимулятор Fun Factory Seduction Ice Blue, 11 режимів роботи, перезаряджуваний, силікон
SX1322	3152115804	on_display	available	available	1	0	0	0	0	0		набір doc johnson	0	0	0	445	0	0		Набір для мінету Doc Johnson GoodHead Grapefruit Blowjob Set - Yellow	Набір для мінету Doc Johnson GoodHead Grapefruit Blowjob Set - Yellow
SO3562	3152111506	on_display	available	available	1	0	0	0	0	0		мастурбатор tenga	0	0	0	1971	0	0		Мастурбатор Tenga Geo Glacier, новий матеріал, інтенсивні блоки, новий рівень розвитку Tenga Egg, abs-пластик	Мастурбатор Tenga Geo Glacier, новий матеріал, інтенсивні блоки, новий рівень розвитку Tenga Egg, abs-пластик
SX3700	3152118514	on_display	available	available	1	0	0	0	0	0		накладний вібратор fun factory	0	0	0	18	0	0		Накладний вібратор Fun Factory LAYA III Black, ефект постукування пальцем, силікон	Накладний вібратор Fun Factory LAYA III Black, ефект постукування пальцем, силікон
SO9971	3152115097	on_display	available	available	1	0	0	0	0	0		фалоімітатор hismith	0	0	0	230	1	0		Фалоімітатор для секс-машин Hismith 8.3″ Silicone Dildo Black, система KlicLok, гнучкий стрижень	Фалоімітатор для секс-машин Hismith 8.3″ Silicone Dildo Black, система KlicLok, гнучкий стрижень
SO9847	3152114946	on_display	available	available	1	0	1	1	1	0		портупея art of sex	0	0	0	1403	0	0		Сексуальна портупея жіноча Art of Sex - Roxi, розмір XS-2XL, колір чорний, метал	Сексуальна портупея жіноча Art of Sex - Roxi, розмір XS-2XL, колір чорний, метал
SO4552	3152112152	on_display	available	available	1	0	0	0	0	0		мастурбатор tenga	0	0	0	1969	0	0		Мастурбатор Tenga Rolling Head Cup Gentle з інтенсивною стимуляцією головки, поліуретан	Мастурбатор Tenga Rolling Head Cup Gentle з інтенсивною стимуляцією головки, поліуретан
SX2735	3152117185	on_display	available	available	1	0	0	0	0	0		мастурбатор tenga	0	0	0	1969	0	0		Мастурбатор Tenga Spinner DX 03 Steps, з пружною стимулювальною спіраллю всередині, потужний вплив, tpe	Мастурбатор Tenga Spinner DX 03 Steps, з пружною стимулювальною спіраллю всередині, потужний вплив, tpe
SO8712	3152114275	on_display	available	available	1	0	0	1	1	1	0	віброяйце kisstoy	8	8	1	45	1	0		Віброяйце з вакуумним стимулятором KISSTOY Cathy Mini на гнучкому зчепленні, підігрів, діаметр 3 см	Віброяйце KISSTOY з вакуумним стимулятором KISTOY Cathy Mini на гнучкому зчепленні, підігрів, діаметр 3 см
SO8022	3152113909	on_display	available	available	1	0	0	0	0	0		вібромасажер doxy	0	0	0	443	0	0		Вібромасажер DOXY Die Cast 3 PINEAPPLE, дуже потужний, живлення 220В, металевий корпус, діаметр 2,8 см	Вібромасажер DOXY Die Cast 3 PINEAPPLE, дуже потужний, живлення 220В, металевий корпус, діаметр 2,8 см
SX1604	3152116392	on_display	available	available	1	0	0	0	0	0		вібратор s pleasures	0	0	0	138	0	0		Вібратор S Pleasures Bullets Amethyst, діаметр 2,8 см, фіолетовий, з двома відростками, 10 режимів	Вібратор S Pleasures Bullets Amethyst, діаметр 2,8 см, фіолетовий, з двома відростками, 10 режимів
SO7026	3152113557	on_display	available	available	1	0	0	0	0	0		фалоімітатор silexd	0	0	0	1399	0	0		Фалоімітатор SilexD Johnny Pink Glow in the dark, діаметр 3,5см, двошаровий, силікон+Silexpan	Фалоімітатор SilexD Johnny Pink Glow in the dark, діаметр 3,5см, двошаровий, силікон+Silexpan
SO3113	3152111381	on_display	available	available	1	0	0	0	0	0		анальна смарт-пробка magic motion	0	0	0	92	0	0		Анальна смарт-пробка Magic Motion Equinox з присоскою, макс. діаметр 3,5 см	Анальна смарт-пробка Magic Motion Equinox з присоскою, макс. діаметр 3,5 см
SO5868	3152112707	on_display	available	available	1	0	0	0	0	0		бдсм іграшки Art of Sex	0	0	0	1148	0	0		Затискач для сосків та клітора Art of Sex - Nipple and clit clamps Felicia, метал	Затискач для сосків та клітора Art of Sex - Nipple and clit clamps Felicia, метал
SO6242	3152113078	on_display	available	available	1	0	0	0	0	0		вібратор dorcel	0	0	0	1187	0	0		Вібратор у трусики Dorcel Discreet VIBE XXL, підігрів та пульт ДК, трусики в комплекті, силікон	Вібратор у трусики Dorcel Discreet VIBE XXL, підігрів та пульт ДК, трусики в комплекті, силікон
SX4476	3152119298	on_display	available	available	1	0	0	0	0	0		фалоімітатор doc johnson	0	0	0	1425	0	0		Фалоімітатор Doc Johnson The Realistic Cock ULTRASKYN - 7 Inch Vanilla	Фалоімітатор Doc Johnson The Realistic Cock ULTRASKYN - 7 Inch Vanilla
SO2329	3152110700	on_display	available	available	1	5	5	5	1	0		наручники bijoux indiscrets	0	0	0	596	0	0		Наручники Bijoux Indiscrets - Frou Frou Organza handcuffs, атлас і органза, подарункове паковання, метал	Наручники Bijoux Indiscrets - Frou Frou Organza handcuffs, атлас і органза, подарункове паковання, метал
SO6088	3163422129	on_display	available	available	1	0	0	0	0	0		вакуумний стимулятор satisfyer	0	0	0	1753	0	0		Вакуумний стимулятор із вібрацією Satisfyer Dual Crush Wine Red, діаметр 3,8 см	Вакуумний стимулятор із вібрацією Satisfyer Dual Crush Wine Red, діаметр 3,8 см
SO1270	3152109986	on_display	available	available	1	3	3	3	1	0		насадка kokos	0	0	0	1108	0	0		Насадка на член Kokos Extreme Sleeve ES.01 розмір S, tpe	Насадка на член Kokos Extreme Sleeve ES.01 розмір S, tpe
SX4229	3152119114	on_display	available	available	1	3	3	3	1	0		вібратор satisfyer	0	0	0	1727	0	0		Вібратор на палець та ерекційне кільце 2в1 Satisfyer Perfect Pair 1, силікон	Вібратор на палець та ерекційне кільце 2в1 Satisfyer Perfect Pair 1, силікон
SX3671	3152118370	on_display	available	available	1	0	0	0	0	0		фалоімітатор fun factory	0	0	0	380	1	0		Фалоімітатор Fun Factory BOUNCER Light Green, діаметр 3,9 см, кульки всередині, ефект вібрації	Фалоімітатор Fun Factory BOUNCER Light Green, діаметр 3,9 см, кульки всередині, ефект вібрації
SX1450	3152115900	on_display	available	available	1	0	0	0	0	0		насадка kokos	0	0	0	1108	0	0		Насадка на член Kokos Penis Sleeve PS 002 L	Насадка на член Kokos Penis Sleeve PS 002 L
SO2984	3152110937	on_display	available	available	1	0	0	0	0	0		змазка mystim	0	0	0	45	0	0		Змазка з частинками золота Mystim The Goldfather (250 мл) підходить для електростимуляції	Змазка з частинками золота Mystim The Goldfather (250 мл) підходить для електростимуляції
SO6306	3152113131	on_display	available	available	1	0	0	0	0	0		металева анальна пробка alive	0	0	0	601	0	0		Металева анальна пробка Кролячий хвостик Alive Fluffy Twist Plug S Purple, діаметр 2,9 см	Металева анальна пробка Кролячий хвостик Alive Fluffy Twist Plug S Purple, діаметр 2,9 см
SX3663	3152118362	on_display	available	available	1	3	3	3	1	0		вагінальна кулька fun factory	0	0	0	152	0	0		Вагінальна кулька Fun Factory SMARTBALL UNO Purple, діаметр 3,6 см, одинарна	Вагінальна кулька Fun Factory SMARTBALL UNO Purple, діаметр 3,6 см, одинарна
SO5155	3152112440	on_display	available	available	1	0	0	0	0	0		набір art of sex	0	0	0	1001	0	0		Набір для фіксації Art of Sex – BDSM Fixation Black Night Simple, метал	Набір для фіксації Art of Sex – BDSM Fixation Black Night Simple, метал
SO2397	3152110729	on_display	available	available	1	0	0	0	0	0		вібратор-кролик rocks off	0	0	0	169	0	0		Вібратор-кролик Rocks Off Rocks-Off Every Girl Burgundy, два мотори, різноколірне LED-підсвічування, потужний	Вібратор-кролик Rocks Off Rocks-Off Every Girl Burgundy, два мотори, різноколірне LED-підсвічування, потужний
SO2916	3152110889	on_display	available	available	1	0	0	0	0	0		збуджувальний засіб bijoux indiscrets	0	0	0	2	0	2		Збуджувальний засіб бальзам для клітора Bijoux Indiscrets – Ghosting Remedy (Пішли його на...), розігрівальний	Збуджувальний засіб бальзам для клітора Bijoux Indiscrets – Ghosting Remedy (Пішли його на...), розігрівальний
SX3326	3152118209	on_display	available	available	1	0	0	0	0	0		презервативи recare	0	0	0	152	0	0		Презервативи Ultra Thin Mint Condoms Recare 12 шт, ультратонкі, аромат: м'ята, латекс	Презервативи Ultra Thin Mint Condoms Recare 12 шт, ультратонкі, аромат: м'ята, латекс
SO1961	3152110276	on_display	available	available	1	0	0	0	0	0		гідропомпа bathmate	0	0	0	335	0	0		Гідропомпа Bathmate Hydromax 7 WideBoyClear, діаметр до 5,5 см, для члена довжиною від 12,5 до 18 см	Гідропомпа Bathmate Hydromax 7 WideBoyClear, діаметр до 5,5 см, для члена довжиною від 12,5 до 18 см
SX2263	3152116580	on_display	available	available	1	0	0	0	0	0		фалоімітатор dorcel	0	0	0	159	0	0		Фалоімітатор Dorcel Real Pleasure M Purple, діаметр 3,5 см	Фалоімітатор Dorcel Real Pleasure M Purple, діаметр 3,5 см
SO6691	3152113283	on_display	available	available	1	1	1	1	1	1	1	еротична гра flixplay	3	3	1	71	1	1		Еротична гра FlixPlay «Морський бій - Постільна версія» (UA)	Еротична FlixPlay гра «Морський бій - Постільна версія» (UA)
SO9664	3152114891	on_display	available	available	1	0	0	0	0	0		кляп-маска art of sex	0	0	0	859	0	0		Кляп-маска з силіконовим кільцем Art of Sex - Tamer, Натуральна шкіра, колір Чорний	Кляп-маска з силіконовим кільцем Art of Sex - Tamer, Натуральна шкіра, колір Чорний
SO8992	3152113882	on_display	available	available	1	0	0	0	0	0		насадка strap-on-me	0	0	0	539	1	0		Насадка для страпона Strap-On-Me Dildo Plug Balls Blue Metallic S, силікон	Насадка для страпона Strap-On-Me Dildo Plug Balls Blue Metallic S, силікон
SO3150	3152111397	on_display	available	available	1	0	0	0	0	0		фалоімітатор silexd	0	0	0	1399	0	0		Фалоімітатор SilexD Johnny Pink (MODEL 1 size 7in), діаметр 3,8см, двошаровий, силікон + Silexpan	Фалоімітатор SilexD Johnny Pink (MODEL 1 size 7in), діаметр 3,8см, двошаровий, силікон + Silexpan
SO6651	3152113250	on_display	available	available	1	0	0	0	0	0		вібромасажер zalo	0	0	0	336	0	0		Вібромасажер з насадками Zalo — Kyro Wand Obsidian Black, діаметр 3,5 см	Вібромасажер з насадками Zalo — Kyro Wand Obsidian Black, діаметр 3,5 см
SX2261	3152116583	on_display	available	available	1	0	0	0	0	0		фалоімітатор dorcel	0	0	0	159	0	0		Фалоімітатор Dorcel Real Pleasure S Vanilla, діаметр 3 см	Фалоімітатор Dorcel Real Pleasure S Vanilla, діаметр 3 см
SO9419	3152114663	on_display	available	available	1	0	0	0	0	0		страпон трусики feral feelings	0	0	0	47	0	0		Страпон трусики Серце Feral Feelings - Hearts Strap-on Belt Red, діаметр 5 см	Страпон трусики Серце Feral Feelings - Hearts Strap-on Belt Red, діаметр 5 см
SO2725	3152110840	on_display	not_available	available	0	0															
SX1511	3152115977	on_display	available	available	1	0	0	0	0	0		лубрикант orgie	0	0	0	1093	0	0		Лубрикант на водній основі Orgie Lube Tube Cannabis, 100 мл, їстівний, з олією насіння конопель	Лубрикант на водній основі Orgie Lube Tube Cannabis, 100 мл, їстівний, з олією насіння конопель
SO8210	3152114096	on_display	available	available	1	0	0	0	0	0		фалоімітатор silexd	0	0	0	1399	0	0		Фалоімітатор SilexD Johnny Purple (MODEL 1 size 7in), діаметр 3,8 см, двошаровий, силікон+Silexpan	Фалоімітатор SilexD Johnny Purple (MODEL 1 size 7in), діаметр 3,8 см, двошаровий, силікон+Silexpan
SX4597	3152119340	on_display	available	available	1	4	4	4	1	0		jo bake shoppe	0	0	0	25	0	5		Лубрикант на водній основі JO Bake Shoppe - Orange Creampuff 60 мл, без цукру та парабенів	Лубрикант на водній основі JO Bake Shoppe - Orange Creampuff 60 мл, без цукру та парабенів
SX2188	3152116513	on_display	available	available	1	0	0	0	0	0		лубрикант bijoux indiscrets	0	0	0	288	0	0		Лубрикант на водній основі Bijoux Indiscrets - Sex au Naturel 500 мл	Лубрикант на водній основі Bijoux Indiscrets - Sex au Naturel 500 мл
SO6857	3152113478	on_display	available	available	1	0	0	0	0	0		вібратор-кролик pillow talk	0	0	0	41	0	0		Розкішний кролик з ротацією та вібрацією Pillow Talk Lively Teal, кристал Сваровскі, діаметр 3,7 см	Розкішний кролик з ротацією та вібрацією Pillow Talk Lively Teal, кристал Сваровскі, діаметр 3,7 см
